date,delay,distance,origin,destination
2001-03-02 07:40:00.000000,36,719,EWR,ORD
2001-03-02 09:00:00.000000,8,308,SJC,LAX
2001-03-02 12:35:00.000000,13,480,SAN,SMF
2001-03-02 17:07:00.000000,2,229,DTW,MDW
2001-03-02 17:52:00.000000,-8,813,STL,PHL
2001-03-02 20:29:00.000000,19,214,DCA,LGA
2001-03-03 00:57:00.000000,-5,1399,SEA,MSP
2001-03-03 06:29:00.000000,5,347,ELP,PHX
2001-03-03 07:48:00.000000,46,151,HSV,ATL
2001-03-03 07:54:00.000000,-14,383,BTR,DFW
2001-03-03 10:28:00.000000,-19,337,LAX,SFO
2001-03-03 13:32:00.000000,-4,261,ANC,FAI
2001-03-03 14:03:00.000000,-11,981,ABQ,MSP
2001-03-03 17:18:00.000000,23,634,MEM,RDU
2001-03-03 17:55:00.000000,-3,667,RDU,STL
2001-03-03 18:47:00.000000,3,576,BWI,ATL
2001-03-03 20:29:00.000000,-10,109,SAN,LAX
2001-03-03 21:30:00.000000,102,468,BOS,ORF
2001-03-04 08:45:00.000000,-10,313,OKC,MCI
2001-03-04 08:58:00.000000,-8,314,CLE,BWI
2001-03-04 12:47:00.000000,21,992,PHL,FLL
2001-03-04 13:55:00.000000,-13,491,MEM,ORD
2001-03-04 14:02:00.000000,21,413,IAD,BOS
2001-03-04 20:20:00.000000,57,589,SLC,OAK
2001-03-04 21:03:00.000000,7,324,DAL,AMA
2001-03-04 21:17:00.000000,23,296,STL,LIT
2001-03-05 06:45:00.000000,-3,319,MAF,DAL
2001-03-05 07:41:00.000000,-14,338,PHX,SNA
2001-03-05 08:23:00.000000,-2,491,MEM,ORD
2001-03-05 17:00:00.000000,5,1399,MSP,SEA
2001-03-05 17:25:00.000000,9,868,DFW,PHX
2001-03-05 17:59:00.000000,-14,588,SNA,SLC
2001-03-05 18:10:00.000000,-18,802,ORD,DFW
2001-03-05 19:05:00.000000,-6,387,SJC,LAS
2001-03-05 20:35:00.000000,25,308,SJC,LAX
2001-03-06 05:54:00.000000,0,164,CLL,DFW
2001-03-06 06:20:00.000000,0,843,SAT,PHX
2001-03-06 07:14:00.000000,-4,543,PDX,OAK
2001-03-06 08:08:00.000000,-13,228,SJT,DFW
2001-03-06 08:30:00.000000,-13,687,STL,HOU
2001-03-06 08:35:00.000000,-2,888,JAN,BWI
2001-03-06 11:46:00.000000,-5,256,PHX,LAS
2001-03-06 12:36:00.000000,19,89,LAX,SBA
2001-03-06 13:17:00.000000,-4,235,ORD,DTW
2001-03-06 15:00:00.000000,2,362,OAK,ONT
2001-03-06 17:38:00.000000,-3,305,IAH,MSY
2001-03-06 19:47:00.000000,-8,813,ATL,AUS
2001-03-06 19:57:00.000000,0,256,PHX,LAS
2001-03-06 20:54:00.000000,11,569,DFW,ABQ
2001-03-06 21:21:00.000000,4,256,PHX,LAS
2001-03-07 06:55:00.000000,-3,196,PHL,BDL
2001-03-07 07:03:00.000000,-14,235,ORD,DTW
2001-03-07 08:08:00.000000,0,646,ALB,CLT
2001-03-07 08:43:00.000000,23,1017,RSW,DFW
2001-03-07 09:15:00.000000,-2,395,BNA,MDW
2001-03-07 10:10:00.000000,-7,481,ATL,RIC
2001-03-07 11:01:00.000000,-28,938,EWR,MCO
2001-03-07 12:25:00.000000,-15,501,RDU,DTW
2001-03-07 12:47:00.000000,-12,1024,PBI,EWR
2001-03-07 13:28:00.000000,12,692,ATL,MCI
2001-03-07 13:35:00.000000,-14,744,ABQ,IAH
2001-03-07 17:19:00.000000,1,190,DFW,AUS
2001-03-07 17:22:00.000000,-1,1024,SEA,DEN
2001-03-07 18:17:00.000000,0,496,BOS,PIT
2001-03-07 18:35:00.000000,-4,446,OAK,SAN
2001-03-07 19:05:00.000000,0,491,BNA,MCI
2001-03-07 19:25:00.000000,-4,719,EWR,ORD
2001-03-07 21:13:00.000000,12,1619,MEM,LAX
2001-03-08 06:24:00.000000,2,950,LGA,MCO
2001-03-08 06:55:00.000000,-14,377,BWI,MHT
2001-03-08 06:57:00.000000,-5,762,IND,DFW
2001-03-08 08:07:00.000000,13,1745,LAX,ORD
2001-03-08 08:17:00.000000,-18,98,MBS,DTW
2001-03-08 09:14:00.000000,1,2161,CLE,SFO
2001-03-08 16:57:00.000000,-28,1515,ORD,LAS
2001-03-08 18:47:00.000000,73,334,MSP,ORD
2001-03-08 19:19:00.000000,-7,228,DFW,FSM
2001-03-08 20:38:00.000000,119,868,PHX,DFW
2001-03-08 21:45:00.000000,-8,1172,IAD,DFW
2001-03-08 21:50:00.000000,12,328,ABQ,PHX
2001-03-08 22:44:00.000000,8,1946,LAX,ATL
2001-03-09 09:08:00.000000,-14,1041,ORD,SAT
2001-03-09 09:10:00.000000,-24,1515,ORD,LAS
2001-03-09 09:40:00.000000,21,589,IAD,ORD
2001-03-09 09:53:00.000000,-12,590,DSM,DEN
2001-03-09 10:02:00.000000,-15,116,BMI,ORD
2001-03-09 13:05:00.000000,25,323,BHM,SDF
2001-03-09 14:10:00.000000,22,587,PHL,IND
2001-03-09 14:39:00.000000,-6,432,DFW,MEM
2001-03-09 15:15:00.000000,0,853,MCO,IAH
2001-03-09 16:04:00.000000,2,1085,AUS,SLC
2001-03-09 23:12:00.000000,-5,584,ELP,LAS
2001-03-10 06:27:00.000000,18,370,BWI,BOS
2001-03-10 06:45:00.000000,-5,162,MDW,IND
2001-03-10 09:57:00.000000,-10,1836,OAK,ORD
2001-03-10 11:29:00.000000,12,1021,MIA,IND
2001-03-10 11:49:00.000000,12,991,DEN,PDX
2001-03-10 12:00:00.000000,-9,1515,LAS,ORD
2001-03-10 14:50:00.000000,9,587,TPA,RDU
2001-03-10 18:04:00.000000,4,3711,OGG,DFW
2001-03-10 19:10:00.000000,-4,255,BWI,RDU
2001-03-10 19:50:00.000000,5,365,TUS,LAS
2001-03-10 22:29:00.000000,10,190,DFW,AUS
2001-03-10 22:29:00.000000,-7,247,DFW,SAT
2001-03-11 05:31:00.000000,1,137,GRR,ORD
2001-03-11 07:50:00.000000,-19,1448,PHX,BNA
2001-03-11 11:42:00.000000,44,337,LAX,OAK
2001-03-11 11:46:00.000000,18,1117,PIT,IAH
2001-03-11 12:59:00.000000,-30,733,ORD,LGA
2001-03-11 13:05:00.000000,22,671,OAK,SEA
2001-03-11 15:18:00.000000,-8,786,SAT,STL
2001-03-11 16:24:00.000000,-16,447,SAN,SFO
2001-03-11 19:20:00.000000,-6,935,TUL,PHX
2001-03-11 19:36:00.000000,-4,256,CVG,PIT
2001-03-11 19:56:00.000000,1,308,LAX,SJC
2001-03-11 22:10:00.000000,5,308,SJC,LAX
2001-03-12 09:20:00.000000,5,583,DFW,OMA
2001-03-12 09:39:00.000000,130,303,MSY,HOU
2001-03-12 11:59:00.000000,32,1426,MSP,PDX
2001-03-12 12:59:00.000000,14,966,RSW,PIT
2001-03-12 17:05:00.000000,6,237,STL,MCI
2001-03-12 17:45:00.000000,50,1671,ORD,RNO
2001-03-12 18:10:00.000000,-4,108,PVD,ISP
2001-03-12 20:16:00.000000,-11,110,PSP,LAX
2001-03-13 06:28:00.000000,-5,495,OKC,DEN
2001-03-13 07:28:00.000000,18,481,RIC,ATL
2001-03-13 13:10:00.000000,-9,1012,ORD,TPA
2001-03-13 13:41:00.000000,24,1372,EWR,DFW
2001-03-13 16:25:00.000000,37,2072,SJU,ORD
2001-03-13 17:30:00.000000,-14,742,PHL,JAX
2001-03-14 07:57:00.000000,2,733,LGA,ORD
2001-03-14 08:25:00.000000,-12,229,MDW,DTW
2001-03-14 09:00:00.000000,0,256,PHX,LAS
2001-03-14 11:25:00.000000,21,689,SLC,SEA
2001-03-14 12:56:00.000000,8,410,CMH,STL
2001-03-14 12:59:00.000000,1,1078,CVG,COS
2001-03-14 13:00:00.000000,15,321,SDF,ATL
2001-03-14 14:32:00.000000,56,337,OAK,LAX
2001-03-14 16:34:00.000000,-6,282,OMA,MSP
2001-03-14 19:27:00.000000,-2,351,TUL,STL
2001-03-14 19:56:00.000000,7,742,PHL,JAX
2001-03-14 20:38:00.000000,-10,321,IAD,CLT
2001-03-14 20:45:00.000000,-6,342,SNA,SJC
2001-03-15 06:12:00.000000,-10,599,SFO,SLC
2001-03-15 10:23:00.000000,3,533,ATL,IAD
2001-03-16 08:04:00.000000,-7,164,DFW,CLL
2001-03-16 08:15:00.000000,10,321,MSY,BHM
2001-03-16 09:11:00.000000,31,881,MCO,STL
2001-03-16 12:45:00.000000,-5,337,LAX,SFO
2001-03-16 12:54:00.000000,-4,166,HPN,BOS
2001-03-16 15:09:00.000000,2,440,DTW,STL
2001-03-16 16:54:00.000000,-1,298,SYR,DCA
2001-03-16 18:35:00.000000,-1,689,SEA,SLC
2001-03-16 19:54:00.000000,-7,1504,EWR,AUS
2001-03-16 20:06:00.000000,59,892,STL,JFK
2001-03-17 06:26:00.000000,7,984,MCO,DFW
2001-03-17 06:57:00.000000,0,2586,JFK,SFO
2001-03-17 07:05:00.000000,-10,622,CLE,MSP
2001-03-17 10:10:00.000000,-7,342,SJC,SNA
2001-03-17 11:17:00.000000,19,118,FAY,CLT
2001-03-17 12:31:00.000000,37,491,ORD,MEM
2001-03-17 13:38:00.000000,9,642,RIC,ORD
2001-03-17 14:20:00.000000,15,451,TUS,LAX
2001-03-17 14:44:00.000000,81,1235,IAH,BWI
2001-03-17 15:26:00.000000,49,231,IND,DTW
2001-03-17 17:42:00.000000,-6,834,MCO,PIT
2001-03-18 06:59:00.000000,-14,211,BHM,MEM
2001-03-18 08:30:00.000000,0,445,ATL,SRQ
2001-03-18 10:00:00.000000,-8,592,DFW,COS
2001-03-18 10:00:00.000000,-4,254,STL,SDF
2001-03-18 11:36:00.000000,-4,259,STL,DSM
2001-03-18 12:01:00.000000,-2,1846,ORD,SFO
2001-03-18 12:30:00.000000,23,197,LAS,ONT
2001-03-18 14:20:00.000000,-5,487,EWR,DTW
2001-03-18 20:57:00.000000,12,984,DFW,MCO
2001-03-19 06:44:00.000000,-5,416,OMA,ORD
2001-03-19 09:14:00.000000,-13,174,ORD,GRB
2001-03-19 09:20:00.000000,-7,130,DFW,ILE
2001-03-19 10:40:00.000000,-4,345,RNO,LAS
2001-03-19 11:47:00.000000,39,1372,DFW,EWR
2001-03-19 13:01:00.000000,16,200,EWR,BOS
2001-03-19 13:45:00.000000,18,1078,COS,CVG
2001-03-19 14:33:00.000000,-5,957,DEN,OAK
2001-03-19 15:22:00.000000,-17,2072,SJU,ORD
2001-03-19 15:25:00.000000,-4,224,DFW,IAH
2001-03-19 20:48:00.000000,10,1426,MSP,PDX
2001-03-20 07:20:00.000000,24,594,DTW,ATL
2001-03-20 07:42:00.000000,53,1439,SJC,DFW
2001-03-20 08:15:00.000000,-5,937,HOU,MDW
2001-03-20 08:57:00.000000,-14,737,BWI,STL
2001-03-20 09:38:00.000000,6,719,EWR,ORD
2001-03-20 10:31:00.000000,42,758,IAD,MCO
2001-03-20 10:34:00.000000,1,189,RNO,SJC
2001-03-20 11:15:00.000000,-5,444,PDX,RNO
2001-03-20 12:19:00.000000,2,1635,SFO,IAH
2001-03-20 15:10:00.000000,85,418,LGA,CLE
2001-03-20 15:45:00.000000,-4,224,SEA,GEG
2001-03-20 16:10:00.000000,-8,96,MIA,APF
2001-03-20 18:15:00.000000,4,296,ORF,LGA
2001-03-20 19:07:00.000000,0,986,IAH,GSO
2001-03-20 20:19:00.000000,-1,1173,FLL,BDL
2001-03-20 21:00:00.000000,23,1456,DFW,OAK
2001-03-20 21:30:00.000000,36,144,PIT,CMH
2001-03-20 22:00:00.000000,51,597,DFW,BHM
2001-03-21 06:26:00.000000,18,859,BDL,ATL
2001-03-21 09:13:00.000000,-5,1929,DTW,SJU
2001-03-21 09:53:00.000000,-1,1827,SLC,IAD
2001-03-21 10:41:00.000000,9,1846,SFO,ORD
2001-03-21 14:24:00.000000,8,647,PHX,SMF
2001-03-21 16:30:00.000000,-3,228,SJT,DFW
2001-03-21 18:30:00.000000,-7,328,PHX,ABQ
2001-03-21 19:45:00.000000,1,419,HOU,OKC
2001-03-22 07:58:00.000000,-7,2421,SEA,JFK
2001-03-22 08:29:00.000000,-9,595,MIA,ATL
2001-03-22 12:45:00.000000,-17,190,DFW,AUS
2001-03-22 12:49:00.000000,-1,2161,SFO,CLE
2001-03-22 13:42:00.000000,58,1605,DEN,EWR
2001-03-22 14:23:00.000000,-14,680,DEN,MSP
2001-03-22 18:30:00.000000,7,1506,PHX,SDF
2001-03-22 19:52:00.000000,-7,110,TUS,PHX
2001-03-23 07:25:00.000000,-27,229,IND,STL
2001-03-23 07:46:00.000000,-7,262,SFO,SBA
2001-03-23 09:46:00.000000,14,647,RDU,ORD
2001-03-23 14:35:00.000000,5,1246,HOU,BWI
2001-03-23 15:34:00.000000,19,185,LGA,BOS
2001-03-23 15:55:00.000000,-16,1439,DFW,SJC
2001-03-23 17:54:00.000000,3,957,DTW,MCO
2001-03-23 18:58:00.000000,8,264,CVG,ORD
2001-03-23 20:14:00.000000,89,679,SFO,SEA
2001-03-23 20:25:00.000000,-5,308,LAX,SJC
2001-03-23 20:41:00.000000,-11,678,ORD,PHL
2001-03-23 20:45:00.000000,-4,412,ORD,PIT
2001-03-23 21:19:00.000000,17,235,ORD,DTW
2001-03-24 00:22:00.000000,-5,1747,LAS,ATL
2001-03-24 05:59:00.000000,6,888,DEN,ORD
2001-03-24 06:01:00.000000,-15,229,MDW,DTW
2001-03-24 10:18:00.000000,-3,134,BHM,ATL
2001-03-24 11:34:00.000000,-10,853,DEN,SAN
2001-03-24 11:39:00.000000,-13,467,PIT,PVD
2001-03-24 13:42:00.000000,15,1237,BOS,FLL
2001-03-24 15:58:00.000000,-18,267,PIT,PHL
2001-03-24 17:25:00.000000,1,1491,BWI,DEN
2001-03-24 22:30:00.000000,12,423,OMA,MDW
2001-03-24 22:59:00.000000,0,1830,SJC,ORD
2001-03-24 23:31:00.000000,-5,453,ATL,LIT
2001-03-25 09:09:00.000000,-27,1097,LGA,MIA
2001-03-25 09:23:00.000000,-19,1372,EWR,DFW
2001-03-25 11:45:00.000000,-4,334,SJC,ONT
2001-03-25 16:50:00.000000,-20,1300,MSP,LAS
2001-03-25 18:20:00.000000,-10,559,AUS,MEM
2001-03-25 18:25:00.000000,-5,187,CRP,HOU
2001-03-25 18:26:00.000000,-7,228,STL,CID
2001-03-25 19:10:00.000000,0,998,BWI,MSY
2001-03-25 19:10:00.000000,-4,2125,CLT,LAX
2001-03-25 19:15:00.000000,-10,477,DAY,PHL
2001-03-25 19:32:00.000000,24,873,TPA,PIT
2001-03-25 19:55:00.000000,-17,533,ATL,IAD
2001-03-25 20:29:00.000000,36,651,CLT,MKE
2001-03-26 06:24:00.000000,-17,1836,OAK,ORD
2001-03-26 06:54:00.000000,3,946,ATL,BOS
2001-03-26 07:40:00.000000,3,603,SYR,CLT
2001-03-26 07:45:00.000000,-3,283,BDL,BWI
2001-03-26 07:59:00.000000,-23,936,DFW,CLT
2001-03-26 09:42:00.000000,18,337,SFO,LAX
2001-03-26 09:43:00.000000,-14,361,CLT,BWI
2001-03-26 10:48:00.000000,-2,592,COS,DFW
2001-03-26 10:52:00.000000,0,235,ORD,DTW
2001-03-26 12:23:00.000000,116,1440,PHX,ORD
2001-03-26 13:24:00.000000,-16,196,PHL,BDL
2001-03-26 13:34:00.000000,0,913,CLT,IAH
2001-03-26 15:35:00.000000,122,784,STL,ORF
2001-03-26 17:20:00.000000,2,1391,JFK,DFW
2001-03-26 21:35:00.000000,25,833,PHX,OKC
2001-03-26 21:40:00.000000,-4,443,ATL,MLB
2001-03-27 07:20:00.000000,-7,632,RDU,MDW
2001-03-27 07:51:00.000000,-8,967,DEN,SFO
2001-03-27 10:06:00.000000,9,1721,ORD,SEA
2001-03-27 11:01:00.000000,1,1121,BOS,MCO
2001-03-27 12:10:00.000000,-21,938,MCO,EWR
2001-03-27 16:37:00.000000,-7,406,JAC,DEN
2001-03-27 17:18:00.000000,7,2555,EWR,OAK
2001-03-27 18:39:00.000000,-18,590,SLC,LAX
2001-03-27 18:48:00.000000,46,4065,OGG,STL
2001-03-27 20:01:00.000000,-8,957,DEN,OAK
2001-03-28 05:30:00.000000,-9,594,DTW,ATL
2001-03-28 06:53:00.000000,-1,1182,ORD,FLL
2001-03-28 06:56:00.000000,-10,98,MBS,DTW
2001-03-28 07:25:00.000000,0,368,LAS,SLC
2001-03-28 07:42:00.000000,-14,368,SLC,LAS
2001-03-28 12:05:00.000000,-9,393,HOU,LIT
2001-03-28 13:38:00.000000,-3,2115,SNA,PIT
2001-03-28 14:19:00.000000,16,719,STL,DCA
2001-03-28 19:13:00.000000,26,1103,DFW,PBI
2001-03-28 19:21:00.000000,19,988,DFW,SLC
2001-03-28 19:48:00.000000,11,296,CMH,ORD
2001-03-28 19:58:00.000000,4,240,DAY,ORD
2001-03-28 20:20:00.000000,3,256,PHX,LAS
2001-03-28 20:59:00.000000,-5,906,MCO,ABE
2001-03-28 22:02:00.000000,10,2342,LAX,MIA
2001-03-29 06:40:00.000000,12,679,SFO,SEA
2001-03-29 08:05:00.000000,-3,2475,LAX,JFK
2001-03-29 09:15:00.000000,-13,601,RNO,PHX
2001-03-29 10:22:00.000000,-20,1998,BWI,PHX
2001-03-29 10:55:00.000000,6,1009,PHX,PDX
2001-03-29 13:01:00.000000,32,656,MEM,TPA
2001-03-29 13:31:00.000000,-3,1870,SEA,MEM
2001-03-29 14:00:00.000000,-1,373,LAX,SMF
2001-03-29 14:37:00.000000,15,428,IND,CLT
2001-03-29 15:45:00.000000,1,587,BNA,BWI
2001-03-29 17:01:00.000000,12,429,TUL,IAH
2001-03-29 17:07:00.000000,20,1038,MCI,PHL
2001-03-29 17:51:00.000000,-9,289,PIT,LEX
2001-03-29 18:43:00.000000,19,403,ORD,MCI
2001-03-29 19:33:00.000000,54,301,BUF,JFK
2001-03-29 20:46:00.000000,38,602,PHX,DEN
2001-03-30 07:11:00.000000,-10,157,ORD,FWA
2001-03-30 08:00:00.000000,-7,328,DFW,ICT
2001-03-30 08:37:00.000000,-1,247,SAT,DFW
2001-03-30 09:35:00.000000,28,946,MEM,EWR
2001-03-30 09:47:00.000000,11,649,DEN,BOI
2001-03-30 10:10:00.000000,-6,1262,STL,PHX
2001-03-30 11:59:00.000000,8,1515,LAS,ORD
2001-03-30 20:44:00.000000,-5,429,IAH,TUL
2001-03-30 23:48:00.000000,2,874,ATL,SAT
2001-03-31 07:04:00.000000,-8,373,LAX,SMF
2001-03-31 08:45:00.000000,-5,737,STL,BWI
2001-03-31 10:33:00.000000,-5,2457,SFO,BWI
2001-03-31 12:32:00.000000,5,758,MCO,IAD
2001-03-31 13:32:00.000000,-10,335,SDF,PIT
2001-03-31 13:35:00.000000,-6,251,MDW,STL
2001-03-31 13:55:00.000000,18,1090,MIA,JFK
2001-03-31 15:23:00.000000,19,1024,EWR,PBI
2001-03-31 16:16:00.000000,-8,302,MOB,ATL
2001-03-31 18:40:00.000000,3,181,OKC,DAL
2001-03-31 19:02:00.000000,-1,1276,MSP,PHX
